Make,Total_passangers,Total_Injured,no_of accidents,Total_Fatal_Injuries,Year,accident_count
MOONEY,2736.0,1324.0,1334,685.0,2001,31
MOONEY,2736.0,1324.0,1334,685.0,2002,34
MOONEY,2736.0,1324.0,1334,685.0,2003,42
MOONEY,2736.0,1324.0,1334,685.0,2004,37
MOONEY,2736.0,1324.0,1334,685.0,2005,24
MOONEY,2736.0,1324.0,1334,685.0,2006,33
MOONEY,2736.0,1324.0,1334,685.0,2007,34
MOONEY,2736.0,1324.0,1334,685.0,2008,26
MOONEY,2736.0,1324.0,1334,685.0,2009,19
MOONEY,2736.0,1324.0,1334,685.0,2010,18
MOONEY,2736.0,1324.0,1334,685.0,2011,19
MOONEY,2736.0,1324.0,1334,685.0,2012,28
MOONEY,2736.0,1324.0,1334,685.0,2013,20
MOONEY,2736.0,1324.0,1334,685.0,2014,13
MOONEY,2736.0,1324.0,1334,685.0,2015,18
MOONEY,2736.0,1324.0,1334,685.0,2016,17
MOONEY,2736.0,1324.0,1334,685.0,2017,20
MOONEY,2736.0,1324.0,1334,685.0,2018,19
MOONEY,2736.0,1324.0,1334,685.0,2019,20
MOONEY,2736.0,1324.0,1334,685.0,2020,18
MOONEY,2736.0,1324.0,1334,685.0,2021,24
MOONEY,2736.0,1324.0,1334,685.0,2022,22
NORTH AMERICAN,760.0,313.0,383,191.0,1982,13
NORTH AMERICAN,760.0,313.0,383,191.0,1983,11
NORTH AMERICAN,760.0,313.0,383,191.0,1984,10
NORTH AMERICAN,760.0,313.0,383,191.0,1985,19
NORTH AMERICAN,760.0,313.0,383,191.0,1986,8
NORTH AMERICAN,760.0,313.0,383,191.0,1987,23
NORTH AMERICAN,760.0,313.0,383,191.0,1988,9
NORTH AMERICAN,760.0,313.0,383,191.0,1989,15
NORTH AMERICAN,760.0,313.0,383,191.0,1990,14
NORTH AMERICAN,760.0,313.0,383,191.0,1991,11
NORTH AMERICAN,760.0,313.0,383,191.0,1992,7
NORTH AMERICAN,760.0,313.0,383,191.0,1993,8
NORTH AMERICAN,760.0,313.0,383,191.0,1994,11
NORTH AMERICAN,760.0,313.0,383,191.0,1995,13
NORTH AMERICAN,760.0,313.0,383,191.0,1996,6
NORTH AMERICAN,760.0,313.0,383,191.0,1997,11
NORTH AMERICAN,760.0,313.0,383,191.0,1998,9
NORTH AMERICAN,760.0,313.0,383,191.0,1999,11
NORTH AMERICAN,760.0,313.0,383,191.0,2000,9
NORTH AMERICAN,760.0,313.0,383,191.0,2001,7
NORTH AMERICAN,760.0,313.0,383,191.0,2002,8
NORTH AMERICAN,760.0,313.0,383,191.0,2003,9
NORTH AMERICAN,760.0,313.0,383,191.0,2004,8
NORTH AMERICAN,760.0,313.0,383,191.0,2005,15
NORTH AMERICAN,760.0,313.0,383,191.0,2006,6
NORTH AMERICAN,760.0,313.0,383,191.0,2007,13
NORTH AMERICAN,760.0,313.0,383,191.0,2008,8
NORTH AMERICAN,760.0,313.0,383,191.0,2009,7
NORTH AMERICAN,760.0,313.0,383,191.0,2010,8
NORTH AMERICAN,760.0,313.0,383,191.0,2011,7
NORTH AMERICAN,760.0,313.0,383,191.0,2012,4
NORTH AMERICAN,760.0,313.0,383,191.0,2013,1
NORTH AMERICAN,760.0,313.0,383,191.0,2014,8
NORTH AMERICAN,760.0,313.0,383,191.0,2015,2
NORTH AMERICAN,760.0,313.0,383,191.0,2016,17
NORTH AMERICAN,760.0,313.0,383,191.0,2017,7
NORTH AMERICAN,760.0,313.0,383,191.0,2018,8
NORTH AMERICAN,760.0,313.0,383,191.0,2019,7
NORTH AMERICAN,760.0,313.0,383,191.0,2020,4
NORTH AMERICAN,760.0,313.0,383,191.0,2021,6
NORTH AMERICAN,760.0,313.0,383,191.0,2022,5
PIPER,32190.0,13504.0,14869,6688.0,1962,1
PIPER,32190.0,13504.0,14869,6688.0,1982,727
PIPER,32190.0,13504.0,14869,6688.0,1983,685
PIPER,32190.0,13504.0,14869,6688.0,1984,672
PIPER,32190.0,13504.0,14869,6688.0,1985,634
PIPER,32190.0,13504.0,14869,6688.0,1986,568
PIPER,32190.0,13504.0,14869,6688.0,1987,552
PIPER,32190.0,13504.0,14869,6688.0,1988,525
PIPER,32190.0,13504.0,14869,6688.0,1989,491
PIPER,32190.0,13504.0,14869,6688.0,1990,458
PIPER,32190.0,13504.0,14869,6688.0,1991,474
PIPER,32190.0,13504.0,14869,6688.0,1992,448
PIPER,32190.0,13504.0,14869,6688.0,1993,409
PIPER,32190.0,13504.0,14869,6688.0,1994,440
PIPER,32190.0,13504.0,14869,6688.0,1995,402
PIPER,32190.0,13504.0,14869,6688.0,1996,371
PIPER,32190.0,13504.0,14869,6688.0,1997,381
PIPER,32190.0,13504.0,14869,6688.0,1998,367
PIPER,32190.0,13504.0,14869,6688.0,1999,349
PIPER,32190.0,13504.0,14869,6688.0,2000,351
PIPER,32190.0,13504.0,14869,6688.0,2001,320
PIPER,32190.0,13504.0,14869,6688.0,2002,332
PIPER,32190.0,13504.0,14869,6688.0,2003,296
PIPER,32190.0,13504.0,14869,6688.0,2004,311
PIPER,32190.0,13504.0,14869,6688.0,2005,298
PIPER,32190.0,13504.0,14869,6688.0,2006,284
PIPER,32190.0,13504.0,14869,6688.0,2007,279
PIPER,32190.0,13504.0,14869,6688.0,2008,272
PIPER,32190.0,13504.0,14869,6688.0,2009,230
PIPER,32190.0,13504.0,14869,6688.0,2010,255
PIPER,32190.0,13504.0,14869,6688.0,2011,251
PIPER,32190.0,13504.0,14869,6688.0,2012,262
PIPER,32190.0,13504.0,14869,6688.0,2013,214
PIPER,32190.0,13504.0,14869,6688.0,2014,214
PIPER,32190.0,13504.0,14869,6688.0,2015,208
PIPER,32190.0,13504.0,14869,6688.0,2016,202
PIPER,32190.0,13504.0,14869,6688.0,2017,197
PIPER,32190.0,13504.0,14869,6688.0,2018,231
PIPER,32190.0,13504.0,14869,6688.0,2019,255
PIPER,32190.0,13504.0,14869,6688.0,2020,216
PIPER,32190.0,13504.0,14869,6688.0,2021,214
PIPER,32190.0,13504.0,14869,6688.0,2022,223
ROBINSON,2436.0,1157.0,1229,618.0,1982,23
ROBINSON,2436.0,1157.0,1229,618.0,1983,19
ROBINSON,2436.0,1157.0,1229,618.0,1984,14
ROBINSON,2436.0,1157.0,1229,618.0,1985,17
ROBINSON,2436.0,1157.0,1229,618.0,1986,20
ROBINSON,2436.0,1157.0,1229,618.0,1987,18
ROBINSON,2436.0,1157.0,1229,618.0,1988,15
ROBINSON,2436.0,1157.0,1229,618.0,1989,18
ROBINSON,2436.0,1157.0,1229,618.0,1990,36
ROBINSON,2436.0,1157.0,1229,618.0,1991,39
ROBINSON,2436.0,1157.0,1229,618.0,1992,34
ROBINSON,2436.0,1157.0,1229,618.0,1993,33
ROBINSON,2436.0,1157.0,1229,618.0,1994,28
ROBINSON,2436.0,1157.0,1229,618.0,1995,21
ROBINSON,2436.0,1157.0,1229,618.0,1996,14
ROBINSON,2436.0,1157.0,1229,618.0,1997,13
ROBINSON,2436.0,1157.0,1229,618.0,1998,25
ROBINSON,2436.0,1157.0,1229,618.0,1999,35
ROBINSON,2436.0,1157.0,1229,618.0,2000,38
ROBINSON,2436.0,1157.0,1229,618.0,2001,32
ROBINSON,2436.0,1157.0,1229,618.0,2002,46
ROBINSON,2436.0,1157.0,1229,618.0,2003,50
ROBINSON,2436.0,1157.0,1229,618.0,2004,62
ROBINSON,2436.0,1157.0,1229,618.0,2005,52
ROBINSON,2436.0,1157.0,1229,618.0,2006,53
ROBINSON,2436.0,1157.0,1229,618.0,2007,63
ROBINSON,2436.0,1157.0,1229,618.0,2008,37
ROBINSON,2436.0,1157.0,1229,618.0,2009,20
ROBINSON,2436.0,1157.0,1229,618.0,2010,17
ROBINSON,2436.0,1157.0,1229,618.0,2011,24
ROBINSON,2436.0,1157.0,1229,618.0,2012,14
ROBINSON,2436.0,1157.0,1229,618.0,2013,24
ROBINSON,2436.0,1157.0,1229,618.0,2014,12
ROBINSON,2436.0,1157.0,1229,618.0,2015,21
ROBINSON,2436.0,1157.0,1229,618.0,2016,27
ROBINSON,2436.0,1157.0,1229,618.0,2017,19
ROBINSON,2436.0,1157.0,1229,618.0,2018,36
ROBINSON,2436.0,1157.0,1229,618.0,2019,62
ROBINSON,2436.0,1157.0,1229,618.0,2020,42
ROBINSON,2436.0,1157.0,1229,618.0,2021,32
ROBINSON,2436.0,1157.0,1229,618.0,2022,24
ROCKWELL,689.0,310.0,355,198.0,1977,1
ROCKWELL,689.0,310.0,355,198.0,1982,15
ROCKWELL,689.0,310.0,355,198.0,1983,23
ROCKWELL,689.0,310.0,355,198.0,1984,31
ROCKWELL,689.0,310.0,355,198.0,1985,17
ROCKWELL,689.0,310.0,355,198.0,1986,14
ROCKWELL,689.0,310.0,355,198.0,1987,19
ROCKWELL,689.0,310.0,355,198.0,1988,21
ROCKWELL,689.0,310.0,355,198.0,1989,9
ROCKWELL,689.0,310.0,355,198.0,1990,17
ROCKWELL,689.0,310.0,355,198.0,1991,13
ROCKWELL,689.0,310.0,355,198.0,1992,12
ROCKWELL,689.0,310.0,355,198.0,1993,10
ROCKWELL,689.0,310.0,355,198.0,1994,16
ROCKWELL,689.0,310.0,355,198.0,1995,11
ROCKWELL,689.0,310.0,355,198.0,1996,14
ROCKWELL,689.0,310.0,355,198.0,1997,8
ROCKWELL,689.0,310.0,355,198.0,1998,15
ROCKWELL,689.0,310.0,355,198.0,1999,10
ROCKWELL,689.0,310.0,355,198.0,2000,7
ROCKWELL,689.0,310.0,355,198.0,2001,6
ROCKWELL,689.0,310.0,355,198.0,2002,5
ROCKWELL,689.0,310.0,355,198.0,2003,4
ROCKWELL,689.0,310.0,355,198.0,2004,8
ROCKWELL,689.0,310.0,355,198.0,2005,5
ROCKWELL,689.0,310.0,355,198.0,2006,5
ROCKWELL,689.0,310.0,355,198.0,2007,1
ROCKWELL,689.0,310.0,355,198.0,2008,4
ROCKWELL,689.0,310.0,355,198.0,2009,1
ROCKWELL,689.0,310.0,355,198.0,2011,2
ROCKWELL,689.0,310.0,355,198.0,2012,2
ROCKWELL,689.0,310.0,355,198.0,2013,3
ROCKWELL,689.0,310.0,355,198.0,2014,1
ROCKWELL,689.0,310.0,355,198.0,2015,1
ROCKWELL,689.0,310.0,355,198.0,2016,3
ROCKWELL,689.0,310.0,355,198.0,2018,2
ROCKWELL,689.0,310.0,355,198.0,2019,7
ROCKWELL,689.0,310.0,355,198.0,2020,7
ROCKWELL,689.0,310.0,355,198.0,2021,4
ROCKWELL,689.0,310.0,355,198.0,2022,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1988,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1990,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1992,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1993,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1994,3
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1995,3
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1996,3
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1997,3
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1998,7
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,1999,3
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2000,3
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2001,2
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2002,4
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2003,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2004,4
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2005,1
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2006,2
SAAB-SCANIA AB (SAAB),838.0,42.0,44,24.0,2008,1
SCHWEIZER,1141.0,409.0,773,89.0,1982,17
SCHWEIZER,1141.0,409.0,773,89.0,1983,31
SCHWEIZER,1141.0,409.0,773,89.0,1984,27
SCHWEIZER,1141.0,409.0,773,89.0,1985,26
SCHWEIZER,1141.0,409.0,773,89.0,1986,32
SCHWEIZER,1141.0,409.0,773,89.0,1987,20
SCHWEIZER,1141.0,409.0,773,89.0,1988,23
SCHWEIZER,1141.0,409.0,773,89.0,1989,29
SCHWEIZER,1141.0,409.0,773,89.0,1990,24
SCHWEIZER,1141.0,409.0,773,89.0,1991,25
SCHWEIZER,1141.0,409.0,773,89.0,1992,29
SCHWEIZER,1141.0,409.0,773,89.0,1993,20
SCHWEIZER,1141.0,409.0,773,89.0,1994,32
SCHWEIZER,1141.0,409.0,773,89.0,1995,28
SCHWEIZER,1141.0,409.0,773,89.0,1996,21
SCHWEIZER,1141.0,409.0,773,89.0,1997,21
SCHWEIZER,1141.0,409.0,773,89.0,1998,19
SCHWEIZER,1141.0,409.0,773,89.0,1999,13
SCHWEIZER,1141.0,409.0,773,89.0,2000,26
SCHWEIZER,1141.0,409.0,773,89.0,2001,18
SCHWEIZER,1141.0,409.0,773,89.0,2002,28
SCHWEIZER,1141.0,409.0,773,89.0,2003,11
SCHWEIZER,1141.0,409.0,773,89.0,2004,19
SCHWEIZER,1141.0,409.0,773,89.0,2005,20
SCHWEIZER,1141.0,409.0,773,89.0,2006,15
SCHWEIZER,1141.0,409.0,773,89.0,2007,26
SCHWEIZER,1141.0,409.0,773,89.0,2008,21
SCHWEIZER,1141.0,409.0,773,89.0,2009,17
SCHWEIZER,1141.0,409.0,773,89.0,2010,24
SCHWEIZER,1141.0,409.0,773,89.0,2011,13
SCHWEIZER,1141.0,409.0,773,89.0,2012,13
SCHWEIZER,1141.0,409.0,773,89.0,2013,13
SCHWEIZER,1141.0,409.0,773,89.0,2014,12
SCHWEIZER,1141.0,409.0,773,89.0,2015,10
SCHWEIZER,1141.0,409.0,773,89.0,2016,4
SCHWEIZER,1141.0,409.0,773,89.0,2017,8
SCHWEIZER,1141.0,409.0,773,89.0,2018,12
SCHWEIZER,1141.0,409.0,773,89.0,2019,3
SCHWEIZER,1141.0,409.0,773,89.0,2020,6
SCHWEIZER,1141.0,409.0,773,89.0,2021,8
SCHWEIZER,1141.0,409.0,773,89.0,2022,9
SHORT BROTHERS,765.0,26.0,35,13.0,1983,1
SHORT BROTHERS,765.0,26.0,35,13.0,1984,2
SHORT BROTHERS,765.0,26.0,35,13.0,1986,2
SHORT BROTHERS,765.0,26.0,35,13.0,1987,1
SHORT BROTHERS,765.0,26.0,35,13.0,1988,2
SHORT BROTHERS,765.0,26.0,35,13.0,1989,2
SHORT BROTHERS,765.0,26.0,35,13.0,1990,3
SHORT BROTHERS,765.0,26.0,35,13.0,1991,2
SHORT BROTHERS,765.0,26.0,35,13.0,1992,2
SHORT BROTHERS,765.0,26.0,35,13.0,1993,2
SHORT BROTHERS,765.0,26.0,35,13.0,1995,4
SHORT BROTHERS,765.0,26.0,35,13.0,1996,3
SHORT BROTHERS,765.0,26.0,35,13.0,1997,3
SHORT BROTHERS,765.0,26.0,35,13.0,2000,1
SHORT BROTHERS,765.0,26.0,35,13.0,2003,2
SHORT BROTHERS,765.0,26.0,35,13.0,2004,1
SHORT BROTHERS,765.0,26.0,35,13.0,2006,2
SIKORSKY,925.0,417.0,233,193.0,1982,7
SIKORSKY,925.0,417.0,233,193.0,1983,8
SIKORSKY,925.0,417.0,233,193.0,1984,11
SIKORSKY,925.0,417.0,233,193.0,1985,6
SIKORSKY,925.0,417.0,233,193.0,1986,9
SIKORSKY,925.0,417.0,233,193.0,1987,4
SIKORSKY,925.0,417.0,233,193.0,1988,9
SIKORSKY,925.0,417.0,233,193.0,1989,8
SIKORSKY,925.0,417.0,233,193.0,1990,4
SIKORSKY,925.0,417.0,233,193.0,1991,7
SIKORSKY,925.0,417.0,233,193.0,1992,6
SIKORSKY,925.0,417.0,233,193.0,1993,4
SIKORSKY,925.0,417.0,233,193.0,1994,7
SIKORSKY,925.0,417.0,233,193.0,1995,2
SIKORSKY,925.0,417.0,233,193.0,1996,2
SIKORSKY,925.0,417.0,233,193.0,1997,3
SIKORSKY,925.0,417.0,233,193.0,1998,1
SIKORSKY,925.0,417.0,233,193.0,1999,3
SIKORSKY,925.0,417.0,233,193.0,2000,7
SIKORSKY,925.0,417.0,233,193.0,2001,5
SIKORSKY,925.0,417.0,233,193.0,2002,8
SIKORSKY,925.0,417.0,233,193.0,2003,7
SIKORSKY,925.0,417.0,233,193.0,2004,4
SIKORSKY,925.0,417.0,233,193.0,2005,8
SIKORSKY,925.0,417.0,233,193.0,2006,4
SIKORSKY,925.0,417.0,233,193.0,2007,2
SIKORSKY,925.0,417.0,233,193.0,2008,9
SIKORSKY,925.0,417.0,233,193.0,2009,5
SIKORSKY,925.0,417.0,233,193.0,2010,1
SIKORSKY,925.0,417.0,233,193.0,2011,7
SIKORSKY,925.0,417.0,233,193.0,2012,8
SIKORSKY,925.0,417.0,233,193.0,2013,9
SIKORSKY,925.0,417.0,233,193.0,2015,4
SIKORSKY,925.0,417.0,233,193.0,2016,5
SIKORSKY,925.0,417.0,233,193.0,2017,6
SIKORSKY,925.0,417.0,233,193.0,2018,5
SIKORSKY,925.0,417.0,233,193.0,2019,10
SIKORSKY,925.0,417.0,233,193.0,2020,4
SIKORSKY,925.0,417.0,233,193.0,2021,5
SIKORSKY,925.0,417.0,233,193.0,2022,9
STINSON,826.0,293.0,439,71.0,1948,1
STINSON,826.0,293.0,439,71.0,1982,17
STINSON,826.0,293.0,439,71.0,1983,21
STINSON,826.0,293.0,439,71.0,1984,19
STINSON,826.0,293.0,439,71.0,1985,18
STINSON,826.0,293.0,439,71.0,1986,12
STINSON,826.0,293.0,439,71.0,1987,15
STINSON,826.0,293.0,439,71.0,1988,17
STINSON,826.0,293.0,439,71.0,1989,15
STINSON,826.0,293.0,439,71.0,1990,16
STINSON,826.0,293.0,439,71.0,1991,11
STINSON,826.0,293.0,439,71.0,1992,13
STINSON,826.0,293.0,439,71.0,1993,10
STINSON,826.0,293.0,439,71.0,1994,11
STINSON,826.0,293.0,439,71.0,1995,11
STINSON,826.0,293.0,439,71.0,1996,15
STINSON,826.0,293.0,439,71.0,1997,8
STINSON,826.0,293.0,439,71.0,1998,11
STINSON,826.0,293.0,439,71.0,1999,13
STINSON,826.0,293.0,439,71.0,2000,11
STINSON,826.0,293.0,439,71.0,2001,11
STINSON,826.0,293.0,439,71.0,2002,9
STINSON,826.0,293.0,439,71.0,2003,14
STINSON,826.0,293.0,439,71.0,2004,11
STINSON,826.0,293.0,439,71.0,2005,6
STINSON,826.0,293.0,439,71.0,2006,5
STINSON,826.0,293.0,439,71.0,2007,6
STINSON,826.0,293.0,439,71.0,2008,6
STINSON,826.0,293.0,439,71.0,2009,8
STINSON,826.0,293.0,439,71.0,2010,9
STINSON,826.0,293.0,439,71.0,2011,6
STINSON,826.0,293.0,439,71.0,2012,8
STINSON,826.0,293.0,439,71.0,2013,7
STINSON,826.0,293.0,439,71.0,2014,2
STINSON,826.0,293.0,439,71.0,2015,9
STINSON,826.0,293.0,439,71.0,2016,14
STINSON,826.0,293.0,439,71.0,2017,8
STINSON,826.0,293.0,439,71.0,2018,5
STINSON,826.0,293.0,439,71.0,2019,10
STINSON,826.0,293.0,439,71.0,2020,9
STINSON,826.0,293.0,439,71.0,2021,6
STINSON,826.0,293.0,439,71.0,2022,5
SWEARINGEN,1095.0,196.0,179,107.0,1982,18
SWEARINGEN,1095.0,196.0,179,107.0,1983,6
SWEARINGEN,1095.0,196.0,179,107.0,1984,13
SWEARINGEN,1095.0,196.0,179,107.0,1985,16
SWEARINGEN,1095.0,196.0,179,107.0,1986,8
SWEARINGEN,1095.0,196.0,179,107.0,1987,9
SWEARINGEN,1095.0,196.0,179,107.0,1988,8
SWEARINGEN,1095.0,196.0,179,107.0,1989,5
SWEARINGEN,1095.0,196.0,179,107.0,1990,5
SWEARINGEN,1095.0,196.0,179,107.0,1991,3
SWEARINGEN,1095.0,196.0,179,107.0,1992,2
SWEARINGEN,1095.0,196.0,179,107.0,1993,4
SWEARINGEN,1095.0,196.0,179,107.0,1994,3
SWEARINGEN,1095.0,196.0,179,107.0,1995,4
SWEARINGEN,1095.0,196.0,179,107.0,1996,3
SWEARINGEN,1095.0,196.0,179,107.0,1997,3
SWEARINGEN,1095.0,196.0,179,107.0,1998,2
SWEARINGEN,1095.0,196.0,179,107.0,1999,3
SWEARINGEN,1095.0,196.0,179,107.0,2000,5
SWEARINGEN,1095.0,196.0,179,107.0,2001,3
SWEARINGEN,1095.0,196.0,179,107.0,2002,3
SWEARINGEN,1095.0,196.0,179,107.0,2003,7
SWEARINGEN,1095.0,196.0,179,107.0,2004,5
SWEARINGEN,1095.0,196.0,179,107.0,2005,3
SWEARINGEN,1095.0,196.0,179,107.0,2006,3
SWEARINGEN,1095.0,196.0,179,107.0,2007,3
SWEARINGEN,1095.0,196.0,179,107.0,2008,1
SWEARINGEN,1095.0,196.0,179,107.0,2010,3
SWEARINGEN,1095.0,196.0,179,107.0,2011,1
SWEARINGEN,1095.0,196.0,179,107.0,2012,3
SWEARINGEN,1095.0,196.0,179,107.0,2013,3
SWEARINGEN,1095.0,196.0,179,107.0,2014,1
SWEARINGEN,1095.0,196.0,179,107.0,2015,2
SWEARINGEN,1095.0,196.0,179,107.0,2016,4
SWEARINGEN,1095.0,196.0,179,107.0,2017,4
SWEARINGEN,1095.0,196.0,179,107.0,2018,3
SWEARINGEN,1095.0,196.0,179,107.0,2019,1
SWEARINGEN,1095.0,196.0,179,107.0,2020,1
SWEARINGEN,1095.0,196.0,179,107.0,2021,2
SWEARINGEN,1095.0,196.0,179,107.0,2022,3
TAYLORCRAFT,626.0,295.0,383,78.0,1982,17
TAYLORCRAFT,626.0,295.0,383,78.0,1983,16
TAYLORCRAFT,626.0,295.0,383,78.0,1984,14
TAYLORCRAFT,626.0,295.0,383,78.0,1985,15
TAYLORCRAFT,626.0,295.0,383,78.0,1986,21
TAYLORCRAFT,626.0,295.0,383,78.0,1987,16
TAYLORCRAFT,626.0,295.0,383,78.0,1988,19
TAYLORCRAFT,626.0,295.0,383,78.0,1989,10
TAYLORCRAFT,626.0,295.0,383,78.0,1990,13
TAYLORCRAFT,626.0,295.0,383,78.0,1991,14
TAYLORCRAFT,626.0,295.0,383,78.0,1992,12
TAYLORCRAFT,626.0,295.0,383,78.0,1993,17
TAYLORCRAFT,626.0,295.0,383,78.0,1994,9
TAYLORCRAFT,626.0,295.0,383,78.0,1995,7
TAYLORCRAFT,626.0,295.0,383,78.0,1996,8
TAYLORCRAFT,626.0,295.0,383,78.0,1997,8
TAYLORCRAFT,626.0,295.0,383,78.0,1998,13
TAYLORCRAFT,626.0,295.0,383,78.0,1999,14
TAYLORCRAFT,626.0,295.0,383,78.0,2000,10
TAYLORCRAFT,626.0,295.0,383,78.0,2001,10
TAYLORCRAFT,626.0,295.0,383,78.0,2002,9
TAYLORCRAFT,626.0,295.0,383,78.0,2003,5
TAYLORCRAFT,626.0,295.0,383,78.0,2004,6
TAYLORCRAFT,626.0,295.0,383,78.0,2005,14
TAYLORCRAFT,626.0,295.0,383,78.0,2006,8
TAYLORCRAFT,626.0,295.0,383,78.0,2007,5
TAYLORCRAFT,626.0,295.0,383,78.0,2008,2
TAYLORCRAFT,626.0,295.0,383,78.0,2009,13
TAYLORCRAFT,626.0,295.0,383,78.0,2010,4
TAYLORCRAFT,626.0,295.0,383,78.0,2011,8
TAYLORCRAFT,626.0,295.0,383,78.0,2012,4
TAYLORCRAFT,626.0,295.0,383,78.0,2013,6
TAYLORCRAFT,626.0,295.0,383,78.0,2014,6
TAYLORCRAFT,626.0,295.0,383,78.0,2015,5
TAYLORCRAFT,626.0,295.0,383,78.0,2016,3
TAYLORCRAFT,626.0,295.0,383,78.0,2017,1
TAYLORCRAFT,626.0,295.0,383,78.0,2018,6
TAYLORCRAFT,626.0,295.0,383,78.0,2019,5
TAYLORCRAFT,626.0,295.0,383,78.0,2020,1
TAYLORCRAFT,626.0,295.0,383,78.0,2021,3
TAYLORCRAFT,626.0,295.0,383,78.0,2022,6
TUPOLEV,511.0,509.0,4,509.0,1996,1
TUPOLEV,511.0,509.0,4,509.0,2002,1
TUPOLEV,511.0,509.0,4,509.0,2010,2
