Make,Total_passangers,Total_Injured,no_of accidents,Total_Fatal_Injuries,Year,accident_count
AERO COMMANDER,951.0,427.0,429,246.0,1982,17
AERO COMMANDER,951.0,427.0,429,246.0,1983,26
AERO COMMANDER,951.0,427.0,429,246.0,1984,19
AERO COMMANDER,951.0,427.0,429,246.0,1985,14
AERO COMMANDER,951.0,427.0,429,246.0,1986,25
AERO COMMANDER,951.0,427.0,429,246.0,1987,20
AERO COMMANDER,951.0,427.0,429,246.0,1988,13
AERO COMMANDER,951.0,427.0,429,246.0,1989,10
AERO COMMANDER,951.0,427.0,429,246.0,1990,10
AERO COMMANDER,951.0,427.0,429,246.0,1991,12
AERO COMMANDER,951.0,427.0,429,246.0,1992,10
AERO COMMANDER,951.0,427.0,429,246.0,1993,18
AERO COMMANDER,951.0,427.0,429,246.0,1994,15
AERO COMMANDER,951.0,427.0,429,246.0,1995,20
AERO COMMANDER,951.0,427.0,429,246.0,1996,13
AERO COMMANDER,951.0,427.0,429,246.0,1997,11
AERO COMMANDER,951.0,427.0,429,246.0,1998,16
AERO COMMANDER,951.0,427.0,429,246.0,1999,11
AERO COMMANDER,951.0,427.0,429,246.0,2000,8
AERO COMMANDER,951.0,427.0,429,246.0,2001,12
AERO COMMANDER,951.0,427.0,429,246.0,2002,12
AERO COMMANDER,951.0,427.0,429,246.0,2003,13
AERO COMMANDER,951.0,427.0,429,246.0,2004,10
AERO COMMANDER,951.0,427.0,429,246.0,2005,7
AERO COMMANDER,951.0,427.0,429,246.0,2006,5
AERO COMMANDER,951.0,427.0,429,246.0,2007,5
AERO COMMANDER,951.0,427.0,429,246.0,2008,8
AERO COMMANDER,951.0,427.0,429,246.0,2009,6
AERO COMMANDER,951.0,427.0,429,246.0,2010,11
AERO COMMANDER,951.0,427.0,429,246.0,2011,6
AERO COMMANDER,951.0,427.0,429,246.0,2012,3
AERO COMMANDER,951.0,427.0,429,246.0,2013,4
AERO COMMANDER,951.0,427.0,429,246.0,2014,5
AERO COMMANDER,951.0,427.0,429,246.0,2015,3
AERO COMMANDER,951.0,427.0,429,246.0,2016,5
AERO COMMANDER,951.0,427.0,429,246.0,2017,4
AERO COMMANDER,951.0,427.0,429,246.0,2018,8
AERO COMMANDER,951.0,427.0,429,246.0,2019,3
AERO COMMANDER,951.0,427.0,429,246.0,2020,4
AERO COMMANDER,951.0,427.0,429,246.0,2021,3
AERO COMMANDER,951.0,427.0,429,246.0,2022,4
AERONCA,1048.0,442.0,636,118.0,1982,29
AERONCA,1048.0,442.0,636,118.0,1983,27
AERONCA,1048.0,442.0,636,118.0,1984,28
AERONCA,1048.0,442.0,636,118.0,1985,16
AERONCA,1048.0,442.0,636,118.0,1986,22
AERONCA,1048.0,442.0,636,118.0,1987,25
AERONCA,1048.0,442.0,636,118.0,1988,29
AERONCA,1048.0,442.0,636,118.0,1989,26
AERONCA,1048.0,442.0,636,118.0,1990,14
AERONCA,1048.0,442.0,636,118.0,1991,29
AERONCA,1048.0,442.0,636,118.0,1992,13
AERONCA,1048.0,442.0,636,118.0,1993,14
AERONCA,1048.0,442.0,636,118.0,1994,21
AERONCA,1048.0,442.0,636,118.0,1995,17
AERONCA,1048.0,442.0,636,118.0,1996,20
AERONCA,1048.0,442.0,636,118.0,1997,7
AERONCA,1048.0,442.0,636,118.0,1998,16
AERONCA,1048.0,442.0,636,118.0,1999,11
AERONCA,1048.0,442.0,636,118.0,2000,21
AERONCA,1048.0,442.0,636,118.0,2001,12
AERONCA,1048.0,442.0,636,118.0,2002,10
AERONCA,1048.0,442.0,636,118.0,2003,11
AERONCA,1048.0,442.0,636,118.0,2004,12
AERONCA,1048.0,442.0,636,118.0,2005,17
AERONCA,1048.0,442.0,636,118.0,2006,5
AERONCA,1048.0,442.0,636,118.0,2007,16
AERONCA,1048.0,442.0,636,118.0,2008,7
AERONCA,1048.0,442.0,636,118.0,2009,15
AERONCA,1048.0,442.0,636,118.0,2010,14
AERONCA,1048.0,442.0,636,118.0,2011,12
AERONCA,1048.0,442.0,636,118.0,2012,11
AERONCA,1048.0,442.0,636,118.0,2013,10
AERONCA,1048.0,442.0,636,118.0,2014,12
AERONCA,1048.0,442.0,636,118.0,2015,10
AERONCA,1048.0,442.0,636,118.0,2016,15
AERONCA,1048.0,442.0,636,118.0,2017,10
AERONCA,1048.0,442.0,636,118.0,2018,10
AERONCA,1048.0,442.0,636,118.0,2019,8
AERONCA,1048.0,442.0,636,118.0,2020,6
AERONCA,1048.0,442.0,636,118.0,2021,11
AERONCA,1048.0,442.0,636,118.0,2022,17
AEROSPATIALE,3319.0,708.0,388,349.0,1982,26
AEROSPATIALE,3319.0,708.0,388,349.0,1983,17
AEROSPATIALE,3319.0,708.0,388,349.0,1984,24
AEROSPATIALE,3319.0,708.0,388,349.0,1985,14
AEROSPATIALE,3319.0,708.0,388,349.0,1986,13
AEROSPATIALE,3319.0,708.0,388,349.0,1987,6
AEROSPATIALE,3319.0,708.0,388,349.0,1988,21
AEROSPATIALE,3319.0,708.0,388,349.0,1989,18
AEROSPATIALE,3319.0,708.0,388,349.0,1990,18
AEROSPATIALE,3319.0,708.0,388,349.0,1991,12
AEROSPATIALE,3319.0,708.0,388,349.0,1992,8
AEROSPATIALE,3319.0,708.0,388,349.0,1993,15
AEROSPATIALE,3319.0,708.0,388,349.0,1994,18
AEROSPATIALE,3319.0,708.0,388,349.0,1995,9
AEROSPATIALE,3319.0,708.0,388,349.0,1996,5
AEROSPATIALE,3319.0,708.0,388,349.0,1997,13
AEROSPATIALE,3319.0,708.0,388,349.0,1998,16
AEROSPATIALE,3319.0,708.0,388,349.0,1999,8
AEROSPATIALE,3319.0,708.0,388,349.0,2000,17
AEROSPATIALE,3319.0,708.0,388,349.0,2001,9
AEROSPATIALE,3319.0,708.0,388,349.0,2002,9
AEROSPATIALE,3319.0,708.0,388,349.0,2003,16
AEROSPATIALE,3319.0,708.0,388,349.0,2004,1
AEROSPATIALE,3319.0,708.0,388,349.0,2005,11
AEROSPATIALE,3319.0,708.0,388,349.0,2006,4
AEROSPATIALE,3319.0,708.0,388,349.0,2007,5
AEROSPATIALE,3319.0,708.0,388,349.0,2008,3
AEROSPATIALE,3319.0,708.0,388,349.0,2009,6
AEROSPATIALE,3319.0,708.0,388,349.0,2010,4
AEROSPATIALE,3319.0,708.0,388,349.0,2011,5
AEROSPATIALE,3319.0,708.0,388,349.0,2012,8
AEROSPATIALE,3319.0,708.0,388,349.0,2014,6
AEROSPATIALE,3319.0,708.0,388,349.0,2016,1
AEROSPATIALE,3319.0,708.0,388,349.0,2017,2
AEROSPATIALE,3319.0,708.0,388,349.0,2018,4
AEROSPATIALE,3319.0,708.0,388,349.0,2019,7
AEROSPATIALE,3319.0,708.0,388,349.0,2020,7
AEROSPATIALE,3319.0,708.0,388,349.0,2021,1
AEROSPATIALE,3319.0,708.0,388,349.0,2022,1
AIR TRACTOR,1007.0,402.0,908,161.0,1982,18
AIR TRACTOR,1007.0,402.0,908,161.0,1983,9
AIR TRACTOR,1007.0,402.0,908,161.0,1984,9
AIR TRACTOR,1007.0,402.0,908,161.0,1985,10
AIR TRACTOR,1007.0,402.0,908,161.0,1986,11
AIR TRACTOR,1007.0,402.0,908,161.0,1987,18
AIR TRACTOR,1007.0,402.0,908,161.0,1988,10
AIR TRACTOR,1007.0,402.0,908,161.0,1989,19
AIR TRACTOR,1007.0,402.0,908,161.0,1990,14
AIR TRACTOR,1007.0,402.0,908,161.0,1991,12
AIR TRACTOR,1007.0,402.0,908,161.0,1992,19
AIR TRACTOR,1007.0,402.0,908,161.0,1993,13
AIR TRACTOR,1007.0,402.0,908,161.0,1994,22
AIR TRACTOR,1007.0,402.0,908,161.0,1995,30
AIR TRACTOR,1007.0,402.0,908,161.0,1996,21
AIR TRACTOR,1007.0,402.0,908,161.0,1997,22
AIR TRACTOR,1007.0,402.0,908,161.0,1998,39
AIR TRACTOR,1007.0,402.0,908,161.0,1999,31
AIR TRACTOR,1007.0,402.0,908,161.0,2000,27
AIR TRACTOR,1007.0,402.0,908,161.0,2001,25
AIR TRACTOR,1007.0,402.0,908,161.0,2002,25
AIR TRACTOR,1007.0,402.0,908,161.0,2003,27
AIR TRACTOR,1007.0,402.0,908,161.0,2004,24
AIR TRACTOR,1007.0,402.0,908,161.0,2005,19
AIR TRACTOR,1007.0,402.0,908,161.0,2006,17
AIR TRACTOR,1007.0,402.0,908,161.0,2007,30
AIR TRACTOR,1007.0,402.0,908,161.0,2008,26
AIR TRACTOR,1007.0,402.0,908,161.0,2009,24
AIR TRACTOR,1007.0,402.0,908,161.0,2010,23
AIR TRACTOR,1007.0,402.0,908,161.0,2011,27
AIR TRACTOR,1007.0,402.0,908,161.0,2012,22
AIR TRACTOR,1007.0,402.0,908,161.0,2013,27
AIR TRACTOR,1007.0,402.0,908,161.0,2014,27
AIR TRACTOR,1007.0,402.0,908,161.0,2015,21
AIR TRACTOR,1007.0,402.0,908,161.0,2016,29
AIR TRACTOR,1007.0,402.0,908,161.0,2017,27
AIR TRACTOR,1007.0,402.0,908,161.0,2018,24
AIR TRACTOR,1007.0,402.0,908,161.0,2019,24
AIR TRACTOR,1007.0,402.0,908,161.0,2020,29
AIR TRACTOR,1007.0,402.0,908,161.0,2021,27
AIR TRACTOR,1007.0,402.0,908,161.0,2022,30
AIRBUS,46043.0,3378.0,476,2521.0,1983,1
AIRBUS,46043.0,3378.0,476,2521.0,1985,2
AIRBUS,46043.0,3378.0,476,2521.0,1986,1
AIRBUS,46043.0,3378.0,476,2521.0,1987,4
AIRBUS,46043.0,3378.0,476,2521.0,1988,4
AIRBUS,46043.0,3378.0,476,2521.0,1989,3
AIRBUS,46043.0,3378.0,476,2521.0,1990,2
AIRBUS,46043.0,3378.0,476,2521.0,1991,5
AIRBUS,46043.0,3378.0,476,2521.0,1992,1
AIRBUS,46043.0,3378.0,476,2521.0,1993,2
AIRBUS,46043.0,3378.0,476,2521.0,1994,1
AIRBUS,46043.0,3378.0,476,2521.0,1995,4
AIRBUS,46043.0,3378.0,476,2521.0,1996,7
AIRBUS,46043.0,3378.0,476,2521.0,1997,8
AIRBUS,46043.0,3378.0,476,2521.0,1998,11
AIRBUS,46043.0,3378.0,476,2521.0,1999,8
AIRBUS,46043.0,3378.0,476,2521.0,2000,7
AIRBUS,46043.0,3378.0,476,2521.0,2001,12
AIRBUS,46043.0,3378.0,476,2521.0,2002,8
AIRBUS,46043.0,3378.0,476,2521.0,2003,10
AIRBUS,46043.0,3378.0,476,2521.0,2004,8
AIRBUS,46043.0,3378.0,476,2521.0,2005,14
AIRBUS,46043.0,3378.0,476,2521.0,2006,14
AIRBUS,46043.0,3378.0,476,2521.0,2007,17
AIRBUS,46043.0,3378.0,476,2521.0,2008,11
AIRBUS,46043.0,3378.0,476,2521.0,2009,14
AIRBUS,46043.0,3378.0,476,2521.0,2010,18
AIRBUS,46043.0,3378.0,476,2521.0,2011,14
AIRBUS,46043.0,3378.0,476,2521.0,2012,15
AIRBUS,46043.0,3378.0,476,2521.0,2013,11
AIRBUS,46043.0,3378.0,476,2521.0,2014,19
AIRBUS,46043.0,3378.0,476,2521.0,2015,29
AIRBUS,46043.0,3378.0,476,2521.0,2016,27
AIRBUS,46043.0,3378.0,476,2521.0,2017,26
AIRBUS,46043.0,3378.0,476,2521.0,2018,28
AIRBUS,46043.0,3378.0,476,2521.0,2019,40
AIRBUS,46043.0,3378.0,476,2521.0,2020,21
AIRBUS,46043.0,3378.0,476,2521.0,2021,20
AIRBUS,46043.0,3378.0,476,2521.0,2022,29
ATR,864.0,250.0,35,185.0,1986,1
ATR,864.0,250.0,35,185.0,1990,1
ATR,864.0,250.0,35,185.0,1991,1
ATR,864.0,250.0,35,185.0,1993,2
ATR,864.0,250.0,35,185.0,1994,1
ATR,864.0,250.0,35,185.0,1995,4
ATR,864.0,250.0,35,185.0,1996,2
ATR,864.0,250.0,35,185.0,2002,1
ATR,864.0,250.0,35,185.0,2004,1
ATR,864.0,250.0,35,185.0,2005,1
ATR,864.0,250.0,35,185.0,2009,1
ATR,864.0,250.0,35,185.0,2010,2
ATR,864.0,250.0,35,185.0,2012,2
ATR,864.0,250.0,35,185.0,2013,1
ATR,864.0,250.0,35,185.0,2014,2
ATR,864.0,250.0,35,185.0,2015,2
ATR,864.0,250.0,35,185.0,2016,2
ATR,864.0,250.0,35,185.0,2017,2
ATR,864.0,250.0,35,185.0,2019,1
ATR,864.0,250.0,35,185.0,2020,3
ATR,864.0,250.0,35,185.0,2022,2
BALLOON WORKS,530.0,217.0,147,14.0,1982,8
BALLOON WORKS,530.0,217.0,147,14.0,1983,13
BALLOON WORKS,530.0,217.0,147,14.0,1984,12
BALLOON WORKS,530.0,217.0,147,14.0,1985,11
BALLOON WORKS,530.0,217.0,147,14.0,1986,8
BALLOON WORKS,530.0,217.0,147,14.0,1987,12
BALLOON WORKS,530.0,217.0,147,14.0,1988,7
BALLOON WORKS,530.0,217.0,147,14.0,1989,7
BALLOON WORKS,530.0,217.0,147,14.0,1990,7
BALLOON WORKS,530.0,217.0,147,14.0,1991,3
BALLOON WORKS,530.0,217.0,147,14.0,1993,7
BALLOON WORKS,530.0,217.0,147,14.0,1994,5
BALLOON WORKS,530.0,217.0,147,14.0,1995,4
BALLOON WORKS,530.0,217.0,147,14.0,1996,4
BALLOON WORKS,530.0,217.0,147,14.0,1997,5
BALLOON WORKS,530.0,217.0,147,14.0,1998,7
BALLOON WORKS,530.0,217.0,147,14.0,1999,4
BALLOON WORKS,530.0,217.0,147,14.0,2000,3
BALLOON WORKS,530.0,217.0,147,14.0,2001,2
BALLOON WORKS,530.0,217.0,147,14.0,2002,2
BALLOON WORKS,530.0,217.0,147,14.0,2004,3
BALLOON WORKS,530.0,217.0,147,14.0,2007,2
BALLOON WORKS,530.0,217.0,147,14.0,2008,2
BALLOON WORKS,530.0,217.0,147,14.0,2011,1
BALLOON WORKS,530.0,217.0,147,14.0,2012,1
BALLOON WORKS,530.0,217.0,147,14.0,2013,1
BALLOON WORKS,530.0,217.0,147,14.0,2015,1
BALLOON WORKS,530.0,217.0,147,14.0,2016,2
BALLOON WORKS,530.0,217.0,147,14.0,2017,2
BALLOON WORKS,530.0,217.0,147,14.0,2018,1
BEECH,14557.0,6221.0,5376,3786.0,1982,263
BEECH,14557.0,6221.0,5376,3786.0,1983,246
BEECH,14557.0,6221.0,5376,3786.0,1984,225
BEECH,14557.0,6221.0,5376,3786.0,1985,206
BEECH,14557.0,6221.0,5376,3786.0,1986,161
BEECH,14557.0,6221.0,5376,3786.0,1987,198
BEECH,14557.0,6221.0,5376,3786.0,1988,164
BEECH,14557.0,6221.0,5376,3786.0,1989,190
BEECH,14557.0,6221.0,5376,3786.0,1990,139
BEECH,14557.0,6221.0,5376,3786.0,1991,173
BEECH,14557.0,6221.0,5376,3786.0,1992,153
BEECH,14557.0,6221.0,5376,3786.0,1993,158
BEECH,14557.0,6221.0,5376,3786.0,1994,118
BEECH,14557.0,6221.0,5376,3786.0,1995,160
BEECH,14557.0,6221.0,5376,3786.0,1996,138
BEECH,14557.0,6221.0,5376,3786.0,1997,160
BEECH,14557.0,6221.0,5376,3786.0,1998,112
BEECH,14557.0,6221.0,5376,3786.0,1999,154
BEECH,14557.0,6221.0,5376,3786.0,2000,146
BEECH,14557.0,6221.0,5376,3786.0,2001,126
BEECH,14557.0,6221.0,5376,3786.0,2002,129
BEECH,14557.0,6221.0,5376,3786.0,2003,145
BEECH,14557.0,6221.0,5376,3786.0,2004,112
BEECH,14557.0,6221.0,5376,3786.0,2005,113
BEECH,14557.0,6221.0,5376,3786.0,2006,104
BEECH,14557.0,6221.0,5376,3786.0,2007,110
BEECH,14557.0,6221.0,5376,3786.0,2008,101
BEECH,14557.0,6221.0,5376,3786.0,2009,90
BEECH,14557.0,6221.0,5376,3786.0,2010,100
BEECH,14557.0,6221.0,5376,3786.0,2011,94
BEECH,14557.0,6221.0,5376,3786.0,2012,98
BEECH,14557.0,6221.0,5376,3786.0,2013,86
BEECH,14557.0,6221.0,5376,3786.0,2014,57
BEECH,14557.0,6221.0,5376,3786.0,2015,84
BEECH,14557.0,6221.0,5376,3786.0,2016,86
BEECH,14557.0,6221.0,5376,3786.0,2017,70
BEECH,14557.0,6221.0,5376,3786.0,2018,90
BEECH,14557.0,6221.0,5376,3786.0,2019,96
BEECH,14557.0,6221.0,5376,3786.0,2020,70
BEECH,14557.0,6221.0,5376,3786.0,2021,84
BEECH,14557.0,6221.0,5376,3786.0,2022,67
BELL,6730.0,3378.0,2766,1355.0,1982,112
BELL,6730.0,3378.0,2766,1355.0,1983,108
BELL,6730.0,3378.0,2766,1355.0,1984,119
BELL,6730.0,3378.0,2766,1355.0,1985,104
BELL,6730.0,3378.0,2766,1355.0,1986,88
BELL,6730.0,3378.0,2766,1355.0,1987,84
BELL,6730.0,3378.0,2766,1355.0,1988,72
BELL,6730.0,3378.0,2766,1355.0,1989,83
BELL,6730.0,3378.0,2766,1355.0,1990,88
BELL,6730.0,3378.0,2766,1355.0,1991,75
BELL,6730.0,3378.0,2766,1355.0,1992,66
BELL,6730.0,3378.0,2766,1355.0,1993,66
BELL,6730.0,3378.0,2766,1355.0,1994,82
BELL,6730.0,3378.0,2766,1355.0,1995,65
BELL,6730.0,3378.0,2766,1355.0,1996,77
BELL,6730.0,3378.0,2766,1355.0,1997,70
BELL,6730.0,3378.0,2766,1355.0,1998,76
BELL,6730.0,3378.0,2766,1355.0,1999,71
BELL,6730.0,3378.0,2766,1355.0,2000,82
BELL,6730.0,3378.0,2766,1355.0,2001,69
BELL,6730.0,3378.0,2766,1355.0,2002,69
BELL,6730.0,3378.0,2766,1355.0,2003,73
BELL,6730.0,3378.0,2766,1355.0,2004,64
BELL,6730.0,3378.0,2766,1355.0,2005,67
BELL,6730.0,3378.0,2766,1355.0,2006,55
BELL,6730.0,3378.0,2766,1355.0,2007,58
BELL,6730.0,3378.0,2766,1355.0,2008,49
BELL,6730.0,3378.0,2766,1355.0,2009,41
BELL,6730.0,3378.0,2766,1355.0,2010,53
BELL,6730.0,3378.0,2766,1355.0,2011,56
BELL,6730.0,3378.0,2766,1355.0,2012,51
BELL,6730.0,3378.0,2766,1355.0,2013,60
BELL,6730.0,3378.0,2766,1355.0,2014,41
BELL,6730.0,3378.0,2766,1355.0,2015,58
BELL,6730.0,3378.0,2766,1355.0,2016,52
BELL,6730.0,3378.0,2766,1355.0,2017,38
BELL,6730.0,3378.0,2766,1355.0,2018,40
BELL,6730.0,3378.0,2766,1355.0,2019,46
BELL,6730.0,3378.0,2766,1355.0,2020,32
BELL,6730.0,3378.0,2766,1355.0,2021,48
BELL,6730.0,3378.0,2766,1355.0,2022,58
BELLANCA,1767.0,780.0,1045,345.0,1982,62
BELLANCA,1767.0,780.0,1045,345.0,1983,58
BELLANCA,1767.0,780.0,1045,345.0,1984,65
BELLANCA,1767.0,780.0,1045,345.0,1985,53
BELLANCA,1767.0,780.0,1045,345.0,1986,51
BELLANCA,1767.0,780.0,1045,345.0,1987,36
BELLANCA,1767.0,780.0,1045,345.0,1988,48
BELLANCA,1767.0,780.0,1045,345.0,1989,33
BELLANCA,1767.0,780.0,1045,345.0,1990,29
BELLANCA,1767.0,780.0,1045,345.0,1991,30
BELLANCA,1767.0,780.0,1045,345.0,1992,33
BELLANCA,1767.0,780.0,1045,345.0,1993,37
BELLANCA,1767.0,780.0,1045,345.0,1994,29
BELLANCA,1767.0,780.0,1045,345.0,1995,35
BELLANCA,1767.0,780.0,1045,345.0,1996,34
BELLANCA,1767.0,780.0,1045,345.0,1997,30
BELLANCA,1767.0,780.0,1045,345.0,1998,19
BELLANCA,1767.0,780.0,1045,345.0,1999,25
BELLANCA,1767.0,780.0,1045,345.0,2000,25
BELLANCA,1767.0,780.0,1045,345.0,2001,26
BELLANCA,1767.0,780.0,1045,345.0,2002,22
BELLANCA,1767.0,780.0,1045,345.0,2003,16
BELLANCA,1767.0,780.0,1045,345.0,2004,20
BELLANCA,1767.0,780.0,1045,345.0,2005,26
BELLANCA,1767.0,780.0,1045,345.0,2006,15
BELLANCA,1767.0,780.0,1045,345.0,2007,13
BELLANCA,1767.0,780.0,1045,345.0,2008,16
BELLANCA,1767.0,780.0,1045,345.0,2009,9
BELLANCA,1767.0,780.0,1045,345.0,2010,6
BELLANCA,1767.0,780.0,1045,345.0,2011,15
BELLANCA,1767.0,780.0,1045,345.0,2012,19
BELLANCA,1767.0,780.0,1045,345.0,2013,14
BELLANCA,1767.0,780.0,1045,345.0,2014,15
BELLANCA,1767.0,780.0,1045,345.0,2015,9
BELLANCA,1767.0,780.0,1045,345.0,2016,18
BELLANCA,1767.0,780.0,1045,345.0,2017,16
BELLANCA,1767.0,780.0,1045,345.0,2018,7
BELLANCA,1767.0,780.0,1045,345.0,2019,5
BELLANCA,1767.0,780.0,1045,345.0,2020,11
BELLANCA,1767.0,780.0,1045,345.0,2021,7
BELLANCA,1767.0,780.0,1045,345.0,2022,8
BOEING,222550.0,13686.0,2746,8748.0,1982,49
BOEING,222550.0,13686.0,2746,8748.0,1983,59
BOEING,222550.0,13686.0,2746,8748.0,1984,48
BOEING,222550.0,13686.0,2746,8748.0,1985,42
BOEING,222550.0,13686.0,2746,8748.0,1986,61
BOEING,222550.0,13686.0,2746,8748.0,1987,77
BOEING,222550.0,13686.0,2746,8748.0,1988,66
BOEING,222550.0,13686.0,2746,8748.0,1989,58
BOEING,222550.0,13686.0,2746,8748.0,1990,48
BOEING,222550.0,13686.0,2746,8748.0,1991,52
BOEING,222550.0,13686.0,2746,8748.0,1992,45
BOEING,222550.0,13686.0,2746,8748.0,1993,51
BOEING,222550.0,13686.0,2746,8748.0,1994,36
BOEING,222550.0,13686.0,2746,8748.0,1995,60
BOEING,222550.0,13686.0,2746,8748.0,1996,50
BOEING,222550.0,13686.0,2746,8748.0,1997,59
BOEING,222550.0,13686.0,2746,8748.0,1998,81
BOEING,222550.0,13686.0,2746,8748.0,1999,62
BOEING,222550.0,13686.0,2746,8748.0,2000,63
BOEING,222550.0,13686.0,2746,8748.0,2001,62
BOEING,222550.0,13686.0,2746,8748.0,2002,54
BOEING,222550.0,13686.0,2746,8748.0,2003,51
BOEING,222550.0,13686.0,2746,8748.0,2004,49
BOEING,222550.0,13686.0,2746,8748.0,2005,68
BOEING,222550.0,13686.0,2746,8748.0,2006,76
BOEING,222550.0,13686.0,2746,8748.0,2007,60
BOEING,222550.0,13686.0,2746,8748.0,2008,72
BOEING,222550.0,13686.0,2746,8748.0,2009,66
BOEING,222550.0,13686.0,2746,8748.0,2010,90
BOEING,222550.0,13686.0,2746,8748.0,2011,93
BOEING,222550.0,13686.0,2746,8748.0,2012,88
BOEING,222550.0,13686.0,2746,8748.0,2013,76
BOEING,222550.0,13686.0,2746,8748.0,2014,63
BOEING,222550.0,13686.0,2746,8748.0,2015,71
BOEING,222550.0,13686.0,2746,8748.0,2016,100
BOEING,222550.0,13686.0,2746,8748.0,2017,104
BOEING,222550.0,13686.0,2746,8748.0,2018,107
BOEING,222550.0,13686.0,2746,8748.0,2019,86
BOEING,222550.0,13686.0,2746,8748.0,2020,58
BOEING,222550.0,13686.0,2746,8748.0,2021,88
BOEING,222550.0,13686.0,2746,8748.0,2022,97
BOMBARDIER,5030.0,217.0,145,134.0,1998,1
BOMBARDIER,5030.0,217.0,145,134.0,2000,3
BOMBARDIER,5030.0,217.0,145,134.0,2001,2
BOMBARDIER,5030.0,217.0,145,134.0,2002,4
BOMBARDIER,5030.0,217.0,145,134.0,2003,5
BOMBARDIER,5030.0,217.0,145,134.0,2004,5
BOMBARDIER,5030.0,217.0,145,134.0,2005,2
BOMBARDIER,5030.0,217.0,145,134.0,2007,3
BOMBARDIER,5030.0,217.0,145,134.0,2008,6
BOMBARDIER,5030.0,217.0,145,134.0,2009,12
BOMBARDIER,5030.0,217.0,145,134.0,2010,14
BOMBARDIER,5030.0,217.0,145,134.0,2011,13
BOMBARDIER,5030.0,217.0,145,134.0,2012,8
BOMBARDIER,5030.0,217.0,145,134.0,2013,8
BOMBARDIER,5030.0,217.0,145,134.0,2014,3
BOMBARDIER,5030.0,217.0,145,134.0,2015,7
BOMBARDIER,5030.0,217.0,145,134.0,2016,11
BOMBARDIER,5030.0,217.0,145,134.0,2017,9
BOMBARDIER,5030.0,217.0,145,134.0,2018,3
BOMBARDIER,5030.0,217.0,145,134.0,2019,4
BOMBARDIER,5030.0,217.0,145,134.0,2020,7
BOMBARDIER,5030.0,217.0,145,134.0,2021,5
BOMBARDIER,5030.0,217.0,145,134.0,2022,10
"BOMBARDIER, INC.",1270.0,58.0,23,49.0,2005,5
"BOMBARDIER, INC.",1270.0,58.0,23,49.0,2006,6
"BOMBARDIER, INC.",1270.0,58.0,23,49.0,2007,7
"BOMBARDIER, INC.",1270.0,58.0,23,49.0,2008,5
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1984,2
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1985,2
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1986,2
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1987,7
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1988,4
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1989,6
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1990,3
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1991,9
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1992,3
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1993,6
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1994,5
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1995,3
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1996,4
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1997,3
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1998,1
BRITISH AEROSPACE,2345.0,337.0,90,244.0,1999,5
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2000,6
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2001,2
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2003,2
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2004,3
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2005,4
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2006,2
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2008,1
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2012,1
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2014,1
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2015,1
BRITISH AEROSPACE,2345.0,337.0,90,244.0,2017,2
CANADAIR,1150.0,117.0,68,53.0,1982,1
CANADAIR,1150.0,117.0,68,53.0,1983,1
CANADAIR,1150.0,117.0,68,53.0,1984,4
CANADAIR,1150.0,117.0,68,53.0,1987,2
CANADAIR,1150.0,117.0,68,53.0,1988,1
CANADAIR,1150.0,117.0,68,53.0,1989,1
CANADAIR,1150.0,117.0,68,53.0,1990,1
CANADAIR,1150.0,117.0,68,53.0,1993,4
CANADAIR,1150.0,117.0,68,53.0,1994,4
CANADAIR,1150.0,117.0,68,53.0,1996,2
CANADAIR,1150.0,117.0,68,53.0,1997,2
CANADAIR,1150.0,117.0,68,53.0,1998,1
CANADAIR,1150.0,117.0,68,53.0,1999,2
CANADAIR,1150.0,117.0,68,53.0,2000,4
CANADAIR,1150.0,117.0,68,53.0,2001,1
CANADAIR,1150.0,117.0,68,53.0,2002,6
CANADAIR,1150.0,117.0,68,53.0,2003,7
CANADAIR,1150.0,117.0,68,53.0,2004,5
CANADAIR,1150.0,117.0,68,53.0,2005,5
CANADAIR,1150.0,117.0,68,53.0,2006,3
CANADAIR,1150.0,117.0,68,53.0,2007,2
